src,tic_id,toi_id,Disposition,RA,Dec,Tmag,Tmag Err,Epoc,Epoc Err,Period,Period Err,Duration,Duration Err,Transit Depth,Transit Depth Err,Sectors,Created,Updated
spoc,279740441,00273.01,PC,51.504634,-64.548553,11.461,0.06,1386.095087,0.001413,0.741859,8.9e-05,1.502696,0.119604,2983.625732,173.75093,3,2018-11-30 22:06:25.451613+00:00,2018-12-03 20:44:40.115764+00:00
spoc,281979481,00274.01,PC,130.504849,-75.801512,10.443,0.018,1386.381414,0.002218,0.542248,0.000106,1.014235,0.140909,696.539405,202.15729,3,2018-11-30 22:06:25.493009+00:00,2018-12-03 20:44:40.111138+00:00
spoc,382188882,00276.01,PC,81.352974,-55.019917,10.615,0.018,1387.759868,0.001184,4.800523,0.000607,2.058526,0.087929,5388.911854,300.2252,3,2018-11-30 22:06:26.017946+00:00,2018-12-03 20:44:40.044337+00:00
spoc,439456714,00277.01,PC,19.0772,-20.9522,11.681,0.04,1389.02917,0.001801,3.994244,0.000716,2.035741,0.136515,5783.507445,330.01193,3,2018-11-30 22:06:26.141615+00:00,2018-12-03 20:44:40.028478+00:00
spoc,144440290,00222.01,PC,359.161519,-44.719088,8.723,0.017,1376.544,,,,0.68,,5530.0,,2,2018-11-16 21:15:19.213203+00:00,2018-11-26 23:22:27.615763+00:00
spoc,326453034,00223.01,PC,339.677665,-25.631723,10.206,0.018,1355.95751,0.002649,14.445918,0.003833,1.533311,0.535725,1273.806981,161.52963,2,2018-11-16 21:15:25.490004+00:00,2018-11-26 22:29:30.681603+00:00
spoc,70797900,00224.01,PC,1.9774,-29.979,10.95,0.04,1365.843681,0.00024,,,1.881429,0.01978,77200.0,,2,2018-11-16 21:15:40.726719+00:00,2018-11-26 21:27:33.027518+00:00
spoc,47525799,00225.01,PC,343.879737,-24.409619,10.948,0.018,1355.118503,0.004188,,,3.75,,9680.0,,2,2018-11-16 21:15:42.407581+00:00,2018-11-26 21:15:26.879506+00:00
spoc,47484268,00226.01,PC,342.9664,-24.7875,12.367,0.04,1358.500535,0.002621,,,2.67,,13400.0,,2,2018-11-16 21:15:42.517261+00:00,2018-11-26 21:13:42.376005+00:00
spoc,2760710,00227.01,PC,356.5277,-16.6912,14.277,0.059,1364.102069,0.002061,,,1.51,,30400.0,,2,2018-11-16 21:15:45.685163+00:00,2018-11-26 21:07:42.173448+00:00
spoc,77044471,00228.01,PC,358.558713,-30.012999,13.199,0.018,1356.102509,0.001335,2.686063,0.000249,2.424327,0.12317,12456.674136,441.25824,2,2018-11-16 21:15:40.614457+00:00,2018-11-20 18:31:49.817424+00:00
spoc,120610833,00229.01,PC,5.237503,-35.998265,11.438,0.018,1354.773398,0.000561,3.126068,0.000111,1.693783,0.0351,11367.266722,238.25899,2,2018-11-16 21:15:39.093270+00:00,2018-11-20 18:31:49.803730+00:00
spoc,160074939,00230.01,PC,346.319044,-36.945536,8.721,0.019,1366.329788,0.002965,13.340145,0.004364,4.611198,0.546755,589.893526,79.06242,2,2018-11-16 21:15:36.549701+00:00,2018-11-20 18:31:49.767198+00:00
spoc,204376737,00231.01,PC,348.157236,-22.673953,11.409,0.019,1357.394512,0.000268,3.361021,6.3e-05,2.579176,0.022597,24221.403544,165.62149,2,2018-11-16 21:15:33.663569+00:00,2018-11-20 18:31:49.757973+00:00
spoc,402026209,00232.01,PC,353.562839,-42.061409,11.778,0.018,1355.184519,0.000153,1.338231,1.4e-05,2.157494,0.013812,27436.634313,117.951485,2,2018-11-16 21:15:23.063676+00:00,2018-11-20 18:31:49.711225+00:00
spoc,415969908,00233.01,PC,343.71,-18.9118,11.256,0.04,1365.263091,0.002808,11.665865,0.003883,2.010591,0.3316,2699.083486,292.65363,2,2018-11-16 21:15:22.615594+00:00,2018-11-20 18:31:49.706486+00:00
spoc,12423815,00234.01,PC,2.568707,-26.2824,14.569,0.018,1356.088115,0.001478,2.839249,0.00031,1.484886,0.106988,37161.892883,2062.7036,2,2018-11-16 21:15:21.006574+00:00,2018-11-20 18:31:49.696949+00:00
spoc,9727392,00236.01,PC,358.444723,-10.884944,11.239,0.019,1355.325711,0.000357,4.534451,0.000118,4.936391,0.025827,23574.842911,144.90733,2,2018-11-16 21:15:18.678033+00:00,2018-11-20 18:31:49.640166+00:00
spoc,305048087,00237.01,PC,353.2427,-29.4151,13.458,0.042,1355.24981,0.00261,5.433729,0.001053,1.172585,0.472631,6530.706532,843.5729,2,2018-11-16 21:15:14.960200+00:00,2018-11-20 18:31:49.624795+00:00
spoc,9006668,00238.01,PC,349.231362,-18.606628,9.897,0.018,1354.669184,0.002485,1.272419,0.000206,1.404112,0.309772,438.019033,49.08374,2,2018-11-16 21:15:44.847723+00:00,2018-11-20 18:31:49.573818+00:00
spoc,9725627,00239.01,PC,358.408542,-10.118057,10.973,0.019,1356.962278,0.000995,4.15701,0.000336,3.959188,0.09311,4851.510897,104.13186,2,2018-11-16 21:15:45.501372+00:00,2018-11-20 18:31:49.438124+00:00
spoc,101948569,00240.01,PC,14.754696,-44.160832,10.593,0.019,1360.113171,0.003046,19.472408,0.004362,3.480887,0.452211,1645.952677,140.12372,2,2018-11-16 21:15:40.149872+00:00,2018-11-20 18:31:49.384886+00:00
spoc,77031414,00241.01,PC,354.168219,-34.611234,10.925,0.026,1355.195771,0.000212,1.386653,2e-05,2.289876,0.018571,14260.661173,86.77461,2,2018-11-16 21:15:40.651979+00:00,2018-11-20 18:31:49.380315+00:00
spoc,120585579,00242.01,PC,4.451491,-38.110851,12.452,0.018,1357.778211,0.000677,6.340315,0.000367,4.249306,0.056679,25410.703288,265.38632,2,2018-11-16 21:15:39.192223+00:00,2018-11-20 18:31:49.361921+00:00
spoc,149010208,00243.01,PC,3.394055,-31.334372,11.637,0.019,1356.619165,0.000719,3.437004,0.000173,4.271161,0.043736,15173.12559,203.25404,2,2018-11-16 21:15:38.065010+00:00,2018-11-20 18:31:49.357340+00:00
spoc,118327550,00244.01,PC,10.570615,-36.718138,10.317,0.017,1357.365444,0.00269,7.395586,0.001447,1.149398,0.538523,1012.47853,133.86511,2,2018-11-16 21:15:39.242430+00:00,2018-11-20 18:31:49.352697+00:00
spoc,154618248,00245.01,PC,345.77877,-33.500373,8.441,0.017,1361.546719,0.001358,8.773772,0.000994,1.035961,0.169075,1008.057887,85.30659,2,2018-11-16 21:15:37.092289+00:00,2018-11-20 18:31:49.343509+00:00
spoc,160148385,00247.01,PC,1.046353,-47.360626,11.857,0.018,1354.319952,0.000573,3.425239,0.000133,2.44683,0.042511,14427.180116,193.54935,2,2018-11-16 21:15:36.354289+00:00,2018-11-20 18:31:49.324827+00:00
spoc,179985715,00249.01,PC,14.080413,-38.948683,11.165,0.018,1359.540377,0.004044,6.613147,0.002144,2.248344,0.601013,1424.748364,169.94946,2,2018-11-16 21:15:34.951438+00:00,2018-11-20 18:31:49.315670+00:00
spoc,184240683,00250.01,PC,359.348992,-41.27715,11.502,0.018,1355.508203,0.000305,1.628393,3.4e-05,2.376132,0.027347,13802.220227,111.3282,2,2018-11-16 21:15:34.642827+00:00,2018-11-20 18:31:49.306055+00:00
spoc,224225541,00251.01,PC,353.061818,-37.25589,9.307,0.017,1357.305816,0.001781,4.937712,0.000733,2.196239,0.334344,917.152864,79.04549,2,2018-11-16 21:15:32.713175+00:00,2018-11-20 18:31:49.292159+00:00
spoc,322063810,00253.01,PC,14.317859,-51.584652,9.26511,0.017195,1355.612876,0.004283,3.515816,0.001043,2.001291,0.327831,309.195421,43.017746,2,2018-11-16 21:15:25.589640+00:00,2018-11-20 18:31:49.239811+00:00
spoc,49687222,00254.01,PC,351.705496,-11.725416,9.794,0.02,1360.073308,0.002667,20.186539,0.003807,1.866565,0.909295,1006.041833,143.67206,2,2018-11-16 21:15:20.597908+00:00,2018-11-20 18:31:49.220405+00:00
spoc,204317710,00255.01,PC,346.075057,-21.271946,13.684,0.018,1355.983448,0.001755,2.812077,0.000324,2.856534,0.146208,15289.110215,605.029,2,2018-11-16 21:15:18.046388+00:00,2018-11-20 18:31:49.200627+00:00
spoc,410214986,00200.01,PC,354.914556,-69.195787,7.771,0.018,1332.309957,,8.1375,,3.253514,0.111849,3576.0,,1,2018-11-09 21:01:14.899715+00:00,2018-11-16 21:52:06.329224+00:00
spoc,300871545,00184.01,PC,117.65759,-70.533607,10.025,0.018,1327.376627,0.000164,4.817028,2.6e-05,3.194467,0.008697,23550.640381,81.8451,2 1,2018-10-19 23:49:46.629937+00:00,2018-11-15 19:08:08.898400+00:00
spoc,280830734,00188.01,PC,44.555164,-70.760917,9.426,0.018,1325.777845,0.002426,1.162031,8.8e-05,1.172865,0.184116,341.597999,92.848785,2 1,2018-10-19 23:49:46.405709+00:00,2018-11-15 19:08:08.494322+00:00
spoc,183979262,00183.01,PC,21.649233,-72.749038,8.273,0.019,1326.104287,0.000147,3.430776,1.5e-05,3.130096,0.008128,8980.21782,30.697788,2 1,2018-10-19 23:49:43.580836+00:00,2018-11-15 19:08:08.427425+00:00
spoc,278866211,00189.01,PC,100.807855,-55.24454,10.218,0.018,1327.357534,0.000613,2.194097,4.1e-05,1.956189,0.036019,5681.89216,129.55716,2 1,2018-10-19 23:49:46.286238+00:00,2018-11-15 19:08:08.250312+00:00
spoc,260304296,00187.01,PC,94.615669,-57.013569,9.093,0.019,1325.778915,0.000181,0.512589,3e-06,1.655647,0.013929,5643.213545,37.83573,2 1,2018-10-19 23:49:45.955145+00:00,2018-11-15 19:08:07.645042+00:00
spoc,52368076,00125.03,PC,23.594697,-66.67583,10.138,0.017,1342.851835,0.003286,19.981866,0.004595,2.991231,0.720831,1046.211139,112.284874,2 1,2018-10-19 23:49:42.284819+00:00,2018-11-15 19:08:05.435006+00:00
spoc,52368076,00125.02,PC,23.594697,-66.67583,10.138,0.017,1334.45669,0.002132,9.150607,0.00073,2.907668,0.380794,996.181819,61.571884,2 1,2018-10-19 23:49:42.265803+00:00,2018-11-15 19:08:05.420482+00:00
spoc,52368076,00125.01,PC,23.594697,-66.67583,10.138,0.017,1327.432906,0.001879,4.653811,0.000289,2.921928,0.288457,1007.882466,50.584927,2 1,2018-10-19 23:49:42.233119+00:00,2018-11-15 19:08:05.405865+00:00
spoc,51912829,00180.01,PC,14.2984,-67.496272,9.481,0.02,1325.897913,0.000328,0.835398,9e-06,1.480314,0.020716,2689.072814,65.36989,2 1,2018-10-19 23:49:42.009441+00:00,2018-11-15 19:08:05.005643+00:00
spoc,355703913,00111.01,PC,0.774485,-62.469342,13.129,0.018,1326.106369,0.001084,2.106098,6.9e-05,1.574766,0.083967,12430.502967,528.39557,2 1,2018-10-22 18:35:39.077190+00:00,2018-11-15 19:04:16.243954+00:00
spoc,355509914,00202.01,PC,15.524836,-59.087778,14.587,0.019,1326.115925,0.002679,1.738316,0.000145,1.436749,0.172887,17370.809976,1709.56,2 1,2018-10-22 18:35:38.680430+00:00,2018-11-15 19:04:15.886129+00:00
spoc,316937670,00221.01,PC,356.4904,-56.3447,11.78,0.04,1325.342966,0.001421,0.62425,3.3e-05,0.774288,0.553938,954.060325,141.39258,2 1,2018-10-22 18:35:34.182092+00:00,2018-11-15 19:04:11.568566+00:00
spoc,281781375,00204.01,PC,12.975211,-59.343014,9.197,0.019,1328.032557,0.005254,43.828624,0.007815,4.507978,0.499727,546.296538,70.974144,2 1,2018-10-22 18:35:29.258707+00:00,2018-11-15 19:04:07.109805+00:00
spoc,281575427,00205.01,PC,7.975187,-56.965111,9.427,0.017,1326.336481,0.003776,4.251801,0.000517,3.333173,0.711858,311.282536,31.056303,2 1,2018-10-22 18:35:28.500127+00:00,2018-11-15 19:04:06.473274+00:00
spoc,281541555,00115.01,PC,6.702439,-56.316124,12.98,0.018,1329.90069,0.001812,4.742745,0.000262,2.408768,0.137056,13420.031793,517.9781,2 1,2018-10-22 18:35:28.308020+00:00,2018-11-15 19:04:06.302138+00:00
spoc,281459670,00110.01,PC,5.618692,-59.942551,11.632,0.018,1328.040464,0.000446,3.174305,4.4e-05,2.723339,0.030983,15603.693104,151.40271,2 1,2018-10-22 18:35:27.946586+00:00,2018-11-15 19:04:06.003704+00:00
spoc,260609205,00219.01,PC,97.453901,-57.254837,12.63,0.018,1328.754344,0.000912,4.461939,0.000134,5.361187,0.060268,21415.869063,253.97694,2 1,2018-10-22 18:35:22.794490+00:00,2018-11-15 19:04:00.959600+00:00
spoc,260043723,00217.01,PC,91.608606,-58.953644,8.711,0.018,1327.066685,0.004616,3.13879,0.00045,4.90342,0.267827,479.789868,75.92478,2 1,2018-10-22 18:35:20.366278+00:00,2018-11-15 19:03:58.863988+00:00
spoc,259962054,00203.01,PC,43.0188,-67.6876,12.17,0.05,1327.729066,0.007615,51.953234,0.010389,6.315533,0.849625,2534.439984,296.2564,2 1,2018-10-22 18:35:20.179978+00:00,2018-11-15 19:03:58.689821+00:00
spoc,234523599,00127.01,PC,15.551099,-61.756001,14.097,0.018,1325.650197,0.000565,3.795609,6.9e-05,2.042805,0.04323,55371.084604,803.346,2 1,2018-10-22 18:35:17.655203+00:00,2018-11-15 19:03:56.447796+00:00
spoc,234345288,00213.01,PC,38.886663,-71.624147,9.697,0.017,1343.336546,0.002193,23.516847,0.003057,3.465851,0.37539,1443.640118,87.838684,2 1,2018-10-22 18:35:16.061445+00:00,2018-11-15 19:03:55.071863+00:00
spoc,231912935,00215.01,PC,7.318019,-63.790619,10.475,0.018,1334.391185,0.003433,26.296721,0.004952,2.686196,0.577005,1089.498502,135.90546,2 1,2018-10-22 18:35:14.368511+00:00,2018-11-15 19:03:53.396536+00:00
spoc,206609630,00212.01,PC,22.551,-59.5832,12.186,0.04,1325.491317,7e-05,0.335269,1e-06,0.71036,0.010057,18458.261758,232.43492,2 1,2018-10-22 18:35:11.915386+00:00,2018-11-15 19:03:51.078987+00:00
spoc,52204645,00209.01,PC,19.394306,-66.902497,10.778,0.018,1325.883984,0.002528,4.379757,0.000333,1.651748,0.451224,1048.286075,90.82954,2 1,2018-10-22 18:34:56.648777+00:00,2018-11-15 19:03:37.376071+00:00
spoc,270341214,00173.01,PC,33.458316,-80.582809,8.866,0.018,1333.41089,0.000959,,,7.943456,0.110177,3959.722447,110.3395,1,2018-08-30 14:17:58.148316+00:00,2018-11-13 21:58:49.369498+00:00
spoc,183532609,00191.01,PC,359.900305,-35.03139,9.109,0.019,1358.920239,0.000342,8.159165,0.000501,4.437074,0.026217,15535.474824,185.4004,2,2018-10-22 19:57:30.966805+00:00,2018-11-05 17:52:19.284370+00:00
spoc,12421862,00198.01,PC,2.2682,-27.1221,9.853,0.04,1356.375417,0.002301,20.427265,0.003312,2.178553,0.580092,1207.668052,111.82804,2,2018-10-22 19:57:29.785433+00:00,2018-10-24 21:13:54.325128+00:00
spoc,183537452,00192.01,PC,357.879533,-39.906726,10.195,0.017,1356.414736,0.000268,3.922743,7.4e-05,2.616187,0.028454,11502.269053,71.8658,2,2018-10-22 19:57:31.080207+00:00,2018-10-24 21:13:54.303320+00:00
spoc,183985250,00193.01,PC,358.667547,-37.62802,9.098,0.018,1354.214863,0.000275,0.792072,1.5e-05,0.686972,0.078023,1584.199003,42.921795,2,2018-10-22 19:57:31.337069+00:00,2018-10-24 21:13:54.298068+00:00
spoc,201248411,00129.01,PC,0.187097,-54.830506,9.82357,0.016928,1354.552404,0.000149,0.980981,1e-05,0.743316,0.014155,7028.41767,120.82581,2,2018-10-22 19:57:31.641960+00:00,2018-10-24 21:13:54.276860+00:00
spoc,76923707,00181.01,PC,352.171955,-34.491371,10.411,0.019,1358.118127,0.000495,4.532037,0.000161,2.373894,0.052422,7256.580429,114.943214,2,2018-10-22 19:57:31.698091+00:00,2018-10-24 21:13:54.271407+00:00
spoc,76989773,00182.01,PC,353.294594,-35.463618,9.623,0.019,1355.082723,0.000254,1.769141,3.1e-05,1.958463,0.019511,9408.639864,61.502316,2,2018-10-22 19:57:31.814702+00:00,2018-10-24 21:13:54.265978+00:00
spoc,211438925,00194.01,PC,5.160559,-23.935731,10.211,0.018,1356.565648,0.000383,4.899379,0.00013,3.342154,0.027737,10351.824897,83.83698,2,2018-10-22 19:57:32.834142+00:00,2018-10-24 21:13:54.249827+00:00
spoc,230982885,00195.01,PC,24.604344,-55.772082,9.956,0.018,1355.490416,0.000138,2.072761,2e-05,2.588325,0.012332,13510.216069,47.685387,2,2018-10-22 19:57:33.198339+00:00,2018-10-24 21:13:54.238516+00:00
spoc,234519192,00196.01,PC,14.551711,-64.761619,8.05,0.018,1354.30751,0.001705,1.163088,0.000126,1.805261,0.100137,595.248779,31.477335,2,2018-10-22 19:57:33.785657+00:00,2018-10-24 21:13:54.233268+00:00
spoc,251848941,00178.03,PC,7.30125,-30.453734,10.351,0.017,1362.953314,0.003512,9.955936,0.005123,2.521805,0.662672,1126.601724,147.61179,2,2018-10-22 19:57:34.030566+00:00,2018-10-24 21:13:54.227906+00:00
spoc,251848941,00178.02,PC,7.30125,-30.453734,10.351,0.017,1354.55219,0.004083,10.354252,0.003165,2.236524,0.274134,1657.067907,446.14713,2,2018-10-22 19:57:34.012696+00:00,2018-10-24 21:13:54.210942+00:00
spoc,251848941,00178.01,PC,7.30125,-30.453734,10.351,0.017,1360.242325,0.00238,6.558054,0.00129,2.233632,0.32997,1461.710128,116.35722,2,2018-10-22 19:57:33.990268+00:00,2018-10-24 21:13:54.205394+00:00
spoc,441462736,00197.01,PC,353.033649,-21.801397,7.303,0.017,1357.013115,0.004172,14.279001,0.006368,9.207214,0.29331,831.80496,45.163708,2,2018-10-22 19:57:36.694856+00:00,2018-10-24 21:13:54.147538+00:00
qlp,265612438,00145.01,PC,333.174746,-55.978763,11.635,0.019,1327.04953,0.00317,5.12944,0.00132,4.832,0.202,3376.1,2.32,1,2018-09-05 18:35:00.143939+00:00,2018-09-05 18:35:00.163106+00:00
qlp,355636844,00146.01,PC,358.301495,-56.01304,10.241,0.019,1330.55618,0.00445,6.29632,0.00401,2.938,0.305,979.326,1.89,1,2018-09-05 18:35:00.110387+00:00,2018-09-05 18:35:00.129482+00:00
qlp,220435095,00147.01,PC,73.6414,-57.513557,11.818,0.018,1326.61107,0.00143,3.42316,0.00033,1.95,0.406,9683.96,18.1,1,2018-09-05 18:35:00.076753+00:00,2018-09-05 18:35:00.095952+00:00
qlp,393940766,00148.01,PC,338.320677,-38.159717,11.727,0.018,1327.33133,0.00241,4.8661,0.00101,3.215,0.228,5029.02,4.71,1,2018-09-05 18:35:00.042493+00:00,2018-09-05 18:35:00.062175+00:00
qlp,260985861,00149.01,PC,76.635855,-80.768181,10.14,0.018,1327.40226,0.002,3.34024,0.00049,4.077,0.323,5082.39,2.68,1,2018-09-05 18:35:00.008084+00:00,2018-09-05 18:35:00.027817+00:00
qlp,271893367,00150.01,PC,112.965695,-73.606125,10.865,0.019,1326.27838,0.00139,5.85758,0.00053,5.818,0.107,7385.78,0.981,1,2018-09-05 18:34:59.973504+00:00,2018-09-05 18:34:59.993273+00:00
qlp,382302241,00151.01,PC,83.348955,-58.745231,10.976,0.018,1326.04926,0.00331,1.59783,0.00034,1.49,0.296,1713.69,4.56,1,2018-09-05 18:34:59.939827+00:00,2018-09-05 18:34:59.959007+00:00
qlp,403287048,00152.01,PC,332.357821,-62.333998,11.28,0.018,1327.92337,0.00494,7.00776,0.00315,2.68,0.824,3666.99,18.0,1,2018-09-05 18:34:59.905974+00:00,2018-09-05 18:34:59.925172+00:00
qlp,231081369,00153.01,PC,68.073647,-66.916366,11.686,0.018,1329.84791,0.00204,7.63227,0.00108,1.656,0.427,6339.82,21.4,1,2018-09-05 18:34:59.872590+00:00,2018-09-05 18:34:59.891533+00:00
qlp,389525208,00154.01,PC,313.261485,-38.59487,10.044,0.019,1329.35996,0.00111,6.74709,0.00067,2.343,0.136,19520.9,1570.0,1,2018-09-05 18:34:59.838770+00:00,2018-09-05 18:34:59.857964+00:00
qlp,129637892,00155.01,PC,321.114974,-37.850144,9.0,0.02,1326.74444,0.0038,5.43636,0.00194,5.974,0.257,8232.2,226.0,1,2018-09-05 18:34:59.800608+00:00,2018-09-05 18:34:59.823865+00:00
qlp,220518305,00156.01,PC,41.467255,-64.320724,10.277,0.019,1336.13203,0.00186,14.14893,0.00189,3.765,0.23,18638.3,1660.0,1,2018-09-05 18:34:59.765034+00:00,2018-09-05 18:34:59.784381+00:00
qlp,140691463,00157.01,PC,73.701279,-76.680516,11.976,0.018,1326.54604,0.00053,2.08457,9e-05,1.788,0.046,13291.3,4.83,1,2018-09-05 18:34:59.730928+00:00,2018-09-05 18:34:59.750335+00:00
qlp,403136413,00158.01,PC,333.578639,-55.379022,11.18,0.018,1326.37811,0.00219,2.51266,0.00045,2.411,0.173,2790.01,2.71,1,2018-09-05 18:34:59.697055+00:00,2018-09-05 18:34:59.716259+00:00
qlp,394657039,00159.01,PC,51.781947,-78.549812,10.477,0.018,1328.63687,0.00055,3.76276,0.00019,4.108,0.076,13190.2,0.84,1,2018-09-05 18:34:59.662788+00:00,2018-09-05 18:34:59.682382+00:00
qlp,253917293,00160.01,PC,337.500659,-31.924254,11.233,0.018,1327.37627,0.00284,4.608,0.001,3.383,0.758,3213.22,7.98,1,2018-09-05 18:34:59.627979+00:00,2018-09-05 18:34:59.647771+00:00
qlp,348770361,00161.01,PC,46.68608,-82.316422,11.419,0.018,1325.70292,0.00212,2.76898,0.00047,4.619,0.289,3495.45,1.71,1,2018-09-05 18:34:59.593041+00:00,2018-09-05 18:34:59.612259+00:00
qlp,322307342,00117.01,PC,15.005896,-58.90478,11.734,0.019,1328.4809,0.00133,3.5855,0.00038,3.173,0.123,6242.33,3.88,1,2018-09-05 18:34:59.558673+00:00,2018-09-05 18:34:59.577987+00:00
qlp,99493790,00162.01,PC,317.639656,-23.305696,11.617,0.018,1332.98188,0.00071,7.76686,0.00094,3.291,0.097,24391.2,7.83,1,2018-09-05 18:34:59.524190+00:00,2018-09-05 18:34:59.543857+00:00
qlp,179317684,00163.01,PC,79.768168,-71.895588,10.843,0.018,1328.87975,0.00102,4.23163,0.00036,4.232,0.071,8163.25,1.01,1,2018-09-05 18:34:59.489800+00:00,2018-09-05 18:34:59.509471+00:00
qlp,79395355,00164.01,PC,320.054165,-51.309907,11.388,0.019,1328.33733,0.00377,7.31898,0.00224,3.771,0.886,3809.3,10.2,1,2018-09-05 18:34:59.454796+00:00,2018-09-05 18:34:59.474095+00:00
qlp,147203645,00166.01,PC,323.195894,-44.017794,10.696,0.018,1326.38424,0.0021,5.06187,0.00094,1.247,0.243,12335.0,197.0,1,2018-09-05 18:34:59.386516+00:00,2018-09-05 18:34:59.405722+00:00
qlp,149990841,00167.01,PC,90.662314,-64.819485,11.57,0.018,1328.03406,0.00146,4.45339,0.00055,2.164,0.267,8618.88,29.8,1,2018-09-05 18:34:59.352164+00:00,2018-09-05 18:34:59.371751+00:00
qlp,369457671,00168.01,PC,311.643495,-37.904371,11.419,0.018,1326.49996,0.00403,2.31257,0.00078,1.459,0.202,2248.69,6.98,1,2018-09-05 18:34:59.317161+00:00,2018-09-05 18:34:59.337166+00:00
qlp,183120439,00169.01,PC,16.7783,-75.198873,11.742,0.018,1327.43797,0.00103,2.25596,0.00014,1.134,0.053,6550.06,5.51,1,2018-09-05 18:34:59.282479+00:00,2018-09-05 18:34:59.302153+00:00
qlp,394698182,00170.01,PC,54.988393,-83.088557,11.928,0.019,1325.51317,0.00085,3.7118,0.00021,2.747,0.093,12883.1,2.92,1,2018-09-05 18:34:59.247966+00:00,2018-09-05 18:34:59.267591+00:00
qlp,29857954,00172.01,PC,316.631883,-26.69262,10.711,0.019,1326.91973,0.00529,9.47572,0.00316,4.709,0.382,4225.94,5.58,1,2018-09-05 18:34:59.174202+00:00,2018-09-05 18:34:59.198039+00:00
spoc,266980320,00118.01,PC,349.556843,-56.903885,9.154,0.017,1329.199631,0.001235,6.036061,0.000637,2.123832,0.09961,1704.034261,56.202583,1,2018-09-05 18:34:19.911686+00:00,2018-09-05 18:34:20.027227+00:00
spoc,394137592,00120.01,PC,4.446408,-66.358985,7.144,0.03,1332.082805,0.000707,11.535076,0.001035,8.555958,0.069027,2389.90616,28.935114,1,2018-09-05 18:34:19.650057+00:00,2018-09-05 18:34:19.669476+00:00
spoc,29344935,00109.01,PC,313.21548,-25.687338,13.18,0.019,1326.127529,0.001296,2.766737,0.000254,2.568721,0.112022,15691.95117,490.08105,1,2018-09-05 18:34:19.611683+00:00,2018-09-05 18:34:19.632485+00:00
spoc,207081058,00121.01,PC,331.867232,-41.815456,9.929,0.019,1336.139719,0.00037,14.775056,0.000529,5.449073,0.03672,14107.16966,98.28256,1,2018-09-05 18:34:19.536884+00:00,2018-09-05 18:34:19.557026+00:00
spoc,231702397,00122.01,PC,332.947,-58.9451,13.048,0.04,1329.121491,0.002308,5.077677,0.000878,1.155359,0.447793,6501.890778,781.0324,1,2018-09-05 18:34:19.499841+00:00,2018-09-05 18:34:19.519468+00:00
spoc,144065872,00105.01,PC,337.457199,-48.003087,9.48,0.02,1326.50599,0.000156,2.184659,2.3e-05,2.869426,0.012752,11836.69122,46.940147,1,2018-09-05 18:34:19.462352+00:00,2018-09-05 18:34:19.482234+00:00
spoc,290131778,00123.01,PC,319.6994,-26.616077,8.803,0.018,1325.375658,0.000473,3.308754,0.000101,5.634728,0.031274,3177.131896,28.132027,1,2018-09-05 18:34:19.425661+00:00,2018-09-05 18:34:19.445073+00:00
spoc,289793076,00108.01,PC,316.961466,-26.09666,13.096,0.017,1328.084864,0.000922,3.043839,0.000202,2.660993,0.073265,24143.22224,570.23517,1,2018-09-05 18:34:19.389030+00:00,2018-09-05 18:34:19.408372+00:00
spoc,238176110,00116.01,PC,357.84526,-70.152863,10.991,0.019,1326.689274,0.00026,2.798594,4.9e-05,2.366459,0.022664,16879.44984,101.11358,1,2018-09-05 18:34:19.315522+00:00,2018-09-05 18:34:19.334937+00:00
